title,label
25岁的内心 VS 35岁的内心,0
约一个女人出门有多难？,1
在朋友圈晒一场高级旅行有多难？,1
“失业后，我在抖音爆红了”,0
别人的假期 VS 我的假期,0
假期如何自拍最有逼格？,1
为什么互联网人更容易单身？,1
这才是朋友圈里最高级的旅行,1
“我不想再这样挣钱了”,1
为什么有些人朋友圈不爱发自拍？,1
成年人聊微信：手机调静音，群聊免打扰,0
怎样让你的朋友圈看起来很贵？,0
“警队没有早睡的人”,0
男人和女人分别怎么聊前任？,1
那些生活被打乱的年轻人,1
那些喜新厌旧的人，后来都怎么样了？,1
那些说自己吃不胖的人，都经历了什么？,1
成年人最羞耻的30个瞬间,1
成年人的秘密，都藏在密保问题里,0
“我每天都在等你发朋友圈”,0
不安分的人生有多爽？,1
男人的快乐 VS 女人的快乐,0
为什么你总是忘回我消息？,1
我曾经以为，广州和北上深一样,0
朋友圈里的女生 VS 微博上的女生,0
这届年轻人的梦想，真是太太太太太有趣了！,1
为什么有些人总是单身？,1
这才是成年人最崩溃的时刻,1
怎样维持一段舒服的男女关系？,1
南方人上火 VS 北方人上火,0
这样讲话，真的很让人讨厌,1
成年人最常说的30句潜台词,1
现在的男人，已经藏不住肚子上的肉了,0
为什么你一收到微信就紧张？,1
“我想给你朋友圈点个赞”,0
在南方旅游 VS 在北方旅游,0
程序员真是太太太太太有趣了！！！,1
那些没空谈恋爱的年轻人，都在忙什么？,1
30多岁，混成什么样才正常？,1
分手当晚的人都在想什么？,1
广东人打麻将有多野？,1
男人的快乐，就是那么简单,0
那些表白失败的人，后来怎么样了？,1
内向女生发朋友圈 VS 外向女生发朋友圈,0
这就是我不想聊天的原因,1
男人说谎和女人有什么区别？,1
《上班族崩溃行为大赏》,0
微信朋友三千，我只想找你聊天,0
20岁的心动和30岁有什么不同？,1
成年人谈恋爱，甜甜甜就够了,0
女人怎样优雅地脱单？,1
逼疯一个女人有多简单？,1
在北上广搬家真是太难难难难难了,1
男人告白前，都在想什么？,1
微信好友50个和5000个，有什么区别？,1
那些经常换头像的人在想什么？,1
谈恋爱不就是吵吵和吵吵吵吵吵？？？,1
我月薪3万，没人记得我的生日,0
《被自己蠢哭的30个瞬间》,1
“东北人没你想的那么简单”,0
《90后老年生活大赏》,0
人到30岁：常常成熟，偶尔幼稚,0
成年人社交鄙视链,0
18岁和28岁的朋友圈有什么区别？,1
南方人约会 VS 北方人约会,0
"""谈恋爱真的太麻烦了""",0
逼疯一个男人有多简单？,1
“深圳没有早睡的人”,0
《互联网公司外卖图鉴》,0
《微信群聊天禁忌》,0
老司机都是这样开车的,1
男人什么时候最有魅力？,1
现代人恋爱：手机定生死,0
现在的成年人，已经不想开车了,0
当代男友新标准：会倒垃圾,0
和“没断奶”的男人谈恋爱是什么体验？,1
这样聊天，最容易被人爱上,1
“那些95后的帅小子”,1
普通老板发红包 VS 满分老板发红包,0
让成年人笑有多简单？,1
为什么没人找你聊天了？,1
我真的太困困困困困困困了,1
“我一收到微信就紧张”,0
成年人恋爱：吵架可以，冷战不行,0
上班族最崩溃的3个瞬间,1
那些从不在朋友圈炫富的年轻人,1
这就是女人结婚后的样子,1
“90后都是这样变老的”,1
这样发朋友圈，刚刚好,1
我，天津人，一个没有感情的段子手,0
“快30岁的90后，一点也不怂”,0
“再好的男朋友都不如你”,0
你朋友圈里有这种“双标”的人吗？,1
《各省谎话对照表》,0
“原来这就是初吻的味道”,1
女人自拍有多野？,1
成为百万富豪需要几步？,1
男人的哪些话不能信？,1
什么样的闺蜜比男朋友还靠谱？,1
“我喜欢微信上的你”,0
“成年人最崩溃的3个瞬间”,1
为什么有些人约会总是迟到？,1
怎样成为朋友圈里最厉害的人？,1
18岁的你 VS 现在的你,0
“我喜欢和你在一起的感觉”,0
这就是你和学霸的区别,1
《成年人交往图鉴》,0
“成年人都是这样分开的”,1
90后逛菜市场真是太太太太野了,1
满分男友终极测试,0
微信表情包使用说明,0
有钱男人和没钱男人逛优衣库，有什么区别？,1
这就是男人结婚后的样子,1
“我不想在朋友圈崩溃”,0
微信社交灾难：撤回点成删除,0
《成年人脱发等级自测》,0
怎样判断一个男人成不成熟？,1
年轻人最舒服的50个瞬间,1
十年前的快乐 VS 现在的快乐,0
发朋友圈真的太难难难难难难了,1
《现代聊天反面教材》,0
男人的脑回路 VS 女人的脑回路,0
成年人最难以启齿的3个问题,1
90后的自拍 VS 00后的自拍,0
气哭一个男人有多简单？,1
“我不敢在微信上说想你”,0
怎样让男友帮你清空购物车？,1
月入百万的女人有多野？,1
让成年人爽有多简单？（极度舒适）,1
女人到底是怎么长胖的？,1
怎样发自拍最容易被点赞？,1
那些从不在朋友圈崩溃的女人,1
“这样发朋友圈，注定没朋友”,1
有什么事比失恋还难受？,1
我为什么不回你微信？,1
女生发朋友圈 VS 男生发朋友圈,0
这就是你没人追的原因,1
什么样的女人容易撩倒男人？,1
年轻人活在世上，要看多少脸色？,1
“那些不敢在微信上表白的人”,1
《90后食堂回忆录》,0
为什么你发朋友圈没人点赞？,1
跟直男聊天真是太太太太难了！！,1
成年男女颜值自救指南,0
这就是没人找你聊天的原因,1
女人最怕哪种男人？,1
成年人的快乐竟如此简单,1
那些“不要脸”的人，过得有多爽？,1
“比恋爱还甜的8个瞬间”,1
成年人最难以启齿的23个问题,1
南方人说谎 VS 北方人说谎,0
《90后戏精鉴定标准》,0
“那些无法在朋友圈分享的秘密”,1
“这就是我喜欢学渣的原因”,1
毕业前的自拍 VS 毕业后的自拍,0
“那些被你看不起的95后”,1
这样的女生真是太太太有吸引力了,1
“你再这样聊天，迟早没朋友”,1
有钱的女人有多野？,1
合格男友恋爱指南,0
成年人最容易后悔的30件事,1
为什么你妈总担心你找不到对象？,1
“再甜的男朋友，都不如你”,0
“我比你男朋友更爱你”,0
那些不回微信的人，都在想什么？,1
如何正确拉黑讨厌的人？,1
成年人的爱情，都是在凑合吗？,1
“跟你在一起，比谈恋爱还开心”,0
“这才是男人的真实面目”,1
也许，你身边就有隐藏外星人,0
“那些消失在朋友圈的男人”,1
那些不谈恋爱的90后，都在想什么？,1
男人都是怎么聊前任的？,1
那些不想上班的年轻人，后来都怎么样了？,1
“这样秀恩爱，最容易被点赞”,1
成年人最舒服的30件事,1
女人购物时都在想什么？,1
为什么你戒不掉朋友圈？,1
这些女人最爱说的黑话，你懂多少？,1
男人分手后会后悔吗？,1
那些受欢迎的男男女女，都有什么特质？,1
为什么你一到春天就长胖？,1
广东女生实在是太太太太甜了！,1
那些快30岁的女人，都在慌什么？,1
南方人晒被子真是太太太太太野了！！！,1
男人的内心 VS 女人的内心,0
成年人最爽的30个瞬间,1
男人说的这些话，一句都别信,1
现代男女交往准则,0
你删掉的自拍 VS 发出去的自拍,0
这样的男生真是太太太太太有吸引力了,1
那些不谈恋爱的年轻人，过得有多爽？,1
“我想拉黑你的100个瞬间”,1
放弃一个爱了很久的人，是什么感觉？,1
“恋爱半年，我老了20岁”,0
“我29岁了，一点都不慌”,0
都市男女新型综合症,0
《社交潜台词鉴别考试》,0
30岁前，要活成什么样子才能不慌？,1
你为什么不发自拍了？,1
“那些谈不了恋爱的年轻人”,1
“这样的男生真的太甜了”,1
朋友圈没人赞，到周末还加班丨人生最心塞的11个瞬间,1
这些微信新功能，才是我最想要的,1
那些不谈恋爱的年轻人，都在忙什么？,1
“聊不来的人，可以谈恋爱吗？”,1
“我有100副面孔，所有人都不知道”,0
“这就是我瘦不下来的原因”,1
这就是我不发朋友圈的原因,1
朋友圈的情人节 VS 现实中的情人节,0
情人节不发朋友圈的情侣，都在干什么？,1
“你已经很久没发朋友圈了”,0
回家前的自拍 VS 回家后的自拍,0
四川人过年也太好玩了吧！,0
那些清空朋友圈的人，过得怎么样？,1
成年人社交潜台词,0
春节前的你 VS 春节后的你,0
《心机女识别指南》,0
年度优质男友排行榜,0
2019聊天禁忌：这样的人，趁早删了吧,1
“我爱的人，大我20岁”,0
“不想起床，只想躺着”丨现代青年生活实录,0
南方人过年 VS 北方人过年,0
我努力想活出人样，却总是被打回原形,0
见过世面的90后，到底有多厉害丨我采访了1000个年轻人,1
我的2009 VS 我的2019,0
这届90后，都有这种病,1
《2019年微信个人报告》,0
那些不发朋友圈的人，过得有多爽？,1
2019直女测试题全国统一卷,0
2019年，生活终于对我下手了,0
朋友圈中的你 VS 现实生活中的你,0
“男朋友一句话，让我哭出了声”,1
2019脱发等级对照表,0
“朋友圈里这4种人，一定要拉黑”,1
那些从不在朋友圈崩溃的年轻人,1
2019朋友圈秀恩爱大赛,0
“有些人，你早该拉黑了”丨2019男女聊天禁忌,0
十年前的自拍 VS 现在的自拍,0
90后生存现状：“一边崩溃，一边自愈”,0
那些没有记录在朋友圈里的2018,1
“女人活得漂亮，到底有多难？”丨我采访了100个女生,1
我在北上广，过上了想要的生活,0
“我把男友手机丢进了火锅里”丨人生最爽的14个瞬间,1
这样花钱的女生，活该没人追,1
90后社交礼仪：这样的人就删了吧,1
“不想努力了，我只想躺赢”丨成年人的5个心酸瞬间,1
2019满分男友测试题,0
90后新型社交：不懂这几点，活该被拉黑,1
南方人 VS 北方人,0
“越减肥越胖，越上班越穷”丨我的2018总结,0
“我找不到可以谈恋爱的人”丨90后无法恋爱的理由,0
2018年朋友圈比惨大赛,0
暴瘦40斤，年入50万 | 那些硬核女生过得有多爽？,1
我，90后，绝！不！认！怂！,1
“这样发表情包，早晚被拉黑”,1
“上班1个月，我买了一辆法拉利”丨90后职场逆袭指南,0
“这样谈恋爱，最不容易分手”丨2019最甜恋爱模式,1
“生活太苦，你不要一个人扛”,0
“不敢恋爱，不敢辞职”丨90后的中年危机,0
90后打脸观察报告,0
今天，向大家介绍一位新朋友,0
恋爱中的男生，最怕这7个问题,1
“我的命，都是外卖给的”,0
广东人真是太太太太太好玩了！！！,1
“恋爱后，我每天都在守寡”丨职场男女生存指南,0
为什么全世界的戏精，都在我们公司？丨职场极品图鉴,1
“一看到他，我就想笑”丨哄女朋友开心的100种办法,1
第一批90后，胃已经垮了,0
“分手后，我瘦了30斤”丨6个关于告别的故事,1
东北人也太特么有意思了吧！！！,1
现代人的安全感，都是快递给的,0
我被最爱的人屏蔽了朋友圈,0
90后熬夜实录：熬的不是夜，是命,0
爱情里，什么样的男生最有安全感？,1
见过世面的女生，都是这样发朋友圈的,1
爱撒娇的女生，过得有多惨？,1
深夜，暧昧对象问我睡了吗.....,1
疯狂购物车，即将发车,0
那些过得比你好的人，到底赢在哪里？,1
这样对你的男生，是真的动心了,1
20多岁，我劝你离家远一点！,0
经历这些事，比明天上班还可怕！,1
第一批90后：一边丧，一边拼命,0
会哄人的男生真是太太太太太可爱了！,1
唐嫣罗晋结婚，暴露了婚姻背后的真相！,1
女生最不想让男生知道什么秘密？我采访了1000个女生,1
这样发朋友圈，真的让人忍不住点赞,1
看你朋友圈，就觉得你很好骗,0
“分手1天，他找了另一个女朋友”,0
“被辞退那天，我笑出了声”,0
男生真的忘不了前任吗？我采访了1000个男生,1
公布恋情一周年，鹿晗人设崩了？！,1
震惊？！赵丽颖冯绍峰结婚了！！！,1
我用这个办法，治好了所有焦虑！,1
小孩儿才交朋友，成年人都耍心机,0
我，25岁，准备辞职了,0
“这样发朋友圈，一定很多人追”,1
我，25岁，感觉身体被掏空,0
让成年人爽，到底有多简单！,1
各省直男长相评分,0
这样跟你聊天的男生，一定很爱你,1
什么样的女生让你觉得酷爆了？,1
抖音上点赞破1000万的真实故事，暖暖暖暖暖哭了！,1
朋友圈最心酸的6个瞬间，你经历过几个?,1
这样的女生，男生都想追,1
男生最喜欢的5种恋爱模式,1
“那个刚上大学的00后，凭什么年薪百万？”,1
“宁愿单身，也不想追女生了”丨100个男生的内心独白,1
你这种性格，怎么可能会有对象！！,1
这种女生，活该没人追,1
被爱的感觉，真的太爽爽爽爽了！！！,1
让女生无法抵抗的30个瞬间,1
我，20多岁，不想恋爱只想暴富,0
WIFI满格、八位数存款、对方正在输入中......丨现代人的100个安心时刻,1
这就是你找不到对象的原因,1
第一批90后，已经过上了想要的生活,0
成年人一天有多少个尴尬时刻？,1
新型恋爱模式：吵架可以，分手不行,0
在朋友圈中，哪种女生最有存在感？,1
最佳男友标准出炉，中了3条就嫁了吧！,1
90后的日常：单身，没钱，奔三了,0
震惊！世界杯冠军早已内定？！,1
敢自黑的女生，真是太可爱了,0
这样的男朋友，要不要分手，在线等！,1
如何管理你的老板？,1
南北方网友又“掐”起来了，竟然是因为...,1
90%的男生都想不到的约会方式,1
2018世界杯真伪球迷测试题,0
后会无期，贱人Jane,1
这才是看世界杯的正确姿势,1
朋友圈里的6大谎言，你见过哪一种？,1
朋友圈的世界杯人口图鉴,0
我要结束舒适的单身生活了,0
微信最残忍功能：有的人你永远删不掉,1
被这样的女生追，我宁愿单身一辈子！,1
抖音最火的撩妹套路，第一个就翻车了,1
聊天发这三个字的人，心里一定没有你,1
年度戳心视频：有人一直拼命爱着你,0
以这5个条件找男朋友，要求算高吗？,1
被人宠上天的感觉，你了解吗？,1
我！真！的！不！想！跟！你！聊！天！,1
女生的哪些细节会令男生怦然心动?,1
这才是朋友圈最高级的秀恩爱,1
12年后，武林外传再出续集......,0
那些年，我们一起背过的语文课本,0
抖音里，藏着孩子们最暖心的小秘密,0
儿童节你向我要礼物我可以给你,0
优质男友的技能排行榜,0
你的身材，出卖了你的生活层次。,0
2018女生颜值受欢迎程度表,0
我劝你跟“渣男”谈恋爱,1
一封给你的情书：愿你永不丧失爱的勇气。,0
男女交往实验丨99%的女生靠这招撩到了男神,1
男朋友淘宝搜索记录曝光，太刺激了！,1
好朋友的恋人出轨，该不该告诉他？,1
但愿你一抓一大把的是钱，而不是头发,0
抖音让他火了，声音好听到让人耳朵怀孕,1
在今天这个日子，青年们都在想什么？,1
90后的童年记忆！这些顺口溜你还记得吗？,1
这些陪你长大的经典动画，你看过几部？,1
你的朋友圈，暴露了你的隐形人格。,0
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈,1
你的证件照到底有多丑丑丑丑丑丑丑丑丑丑丑？,1
活得漂亮的人，都自带撩人属性,0
收到前任的红包你会怎么回复,1
别在朋友圈里假装热爱生活,1
女生发什么样的朋友圈最受欢迎?,1
给喜欢的人发这个套路，看他怎么回复你,1
那些有大格局的人，到底哪点比你强？,1
被拖延症毁掉的中国女孩,1
千万别跟北上广男人谈恋爱,1
千万别回这种男生的微信,1
请拉黑这样和你聊天的男生,1
千万不要取这样的微信名,1
2018暴富测试题全国统一卷,0
90后再过一年就30岁了。,0
朋友圈千万别设置三天可见。,1
给喜欢的人分享这首歌，看他怎么回复你,1
千万别相信朋友圈的漂亮女生,1
2018年满分女友测试题,0
90后测试题全国统一卷,0
过年如何给自己创造桃花运？,1
给喜欢的人发这句话，看他怎么回复你。,1
一只单身狗的年终总结,0
2018年脱单测试题全国统一卷,0
男女交往最忌讳这三点,1
渣女最常用的8个微信头像,1
好紧张，过年就要结婚了。,0
如果你喜欢的人也喜欢你，那说明…,1
微信这个功能暴露了谁最爱你,1
听说这张图让人有砸手机的冲动,1
晚上给男生发这句话最撩人,1
情侣分手前聊天截图曝光：谈恋爱最忌讳这一点,1
什么样的微信头像最撩人？,1
他的手机暴露了爱你的程度。,0
发这句话给喜欢的人，看他怎么回你,1
2018异性缘测试：有多少人追你？,1
2018年直男测试题全国统一卷,0
2018年恋爱试题全国卷,0
发这张图到朋友圈，就能知道谁喜欢你,1
2017年度总结：穷。,0
爱情里的仪式感到底有多重要？,1
南方人 vs 北方人,0
这个冬天，我只想跟你做那件事。,1
知乎最高赞：比月薪5万更重要的是这一点,1
那些活得好的姑娘都有这个特点。,1
什么样的女人看上去更有气质？,1
最好的关系，是“我懂你”,0
为什么别人的朋友圈总比你高级？,1
毕业后你想过怎样的生活？,1
你眼中的时尚vs你妈眼中的时尚，简直太好笑了哈哈哈哈哈哈哈哈哈！,1
暗恋8年的那个人结婚了，真好。,0
致前任：你！根！本！配！不！上！我！,1
我连个能@的人都没有。,0
女生身高受欢迎程度表,0
这种女生，男人最想娶回家！！！,1
解忧杂货店：找一个愿意听你抱怨的男朋友,0
谢谢你爱我。,0
可怕的是，靠脸吃饭的人比你还拼命。,0
有哪些适合男女暧昧期做的事？,1
女生都喜欢这样的“硬”汉。,1
什么才是女人真正的底气？,1
这样的男人，千万不要托付终身。,1
为什么你总能把天聊死？,1
这才是男人不追你的原因。,1
这才是嫁给爱情的样子,1
直男最喜欢送给女生的六大礼物。,1
陈小春：我脾气不好，就宠老婆一个。,0
南方人洗澡 vs 北方人洗澡！哈哈哈哈哈哈哈哈哈哈哈哈！,1
妹子让男友送Mac，结果……,1
你什么都凑合，终于把自己也凑合成便宜货。,0
南方人 VS 北方人,0
我和中年大叔不得不说的故事。,0
分手后，一般你会伤心多久？,1
你和一般人的区别在哪里？,1
什么事让你觉得对方是假朋友？,1
一张图告诉你：每天睡6个小时和8个小时的区别。,1
当女生说什么的时候，你才知道她真的生气了？,1
你都有哪些不为人知的小秘密？,1
好看的皮囊千篇一律。,0
为什么现在的妹子越来越难追？,1
知道为什么大家都提醒你过七夕吗！,1
什么瞬间你觉得自己被深爱着？,1
你在哪些地方最舍得花钱？,1
七夕那天，会有个男人捧着玫瑰对你说……,1
我已经习惯了单身。,0
男生最容易被什么事情感动？,1
你说你喜欢孤独。,0
有些人说不上哪里好，可是谁都替代不了。,0
倒追男生有哪些通用的套路？,1
这是男生最靠谱的夏天基本穿搭。,1
我想去流浪。,0
你有过发错消息给人的经历吗？是怎样的？,1
什么样的女人最有味道？,1
和女友约会时，男人怎样最加分？,1
你走，我不送你。,0
你晚上都会因为什么原因失眠？,1
曾经，有一份真挚的爱情出现在我的面前……,0
对方做什么，会让你觉得ta不爱你了？,1
让女生停止买口红的100种方法。,1
男生的哪个瞬间你会觉得他很gay？,1
你过得好不好，别人未必知道。,0
你毕业后做了什么工作，拿的第一份工资是多少？,1
成熟的人，从不将情绪写在脸上。,0
哪些事情，是你长这么大第一次知道的？,1
能让我心慌的人不多，你就是其中一个。,0
你看！我就说会有人很爱你吧。,0
情侣可以肉麻到什么程度？,1
为什么和你聊骚的人，会突然消失不理你了？,1
你要是能追得到女生，算我输。,0
喜欢的人恋爱了，你是什么心情？,1
我喜欢和长得好看的人讲话。,0
礼物不需挑最贵，送她一套YSL就行。,0
男生身上哪些点，让你一看就很有感觉？,1
看看我的眼睛，里面全是你。,0
妈，我和别人家的孩子，你只能选一个。,0
为了挽留对方，你都说过哪些话？,1
我这辈子，是找不到灵魂伴侣了。,0
“你化妆不就是为了勾搭男人吗？”“滚”,1
男生追到女生后，为什么会变冷淡？,1
夏天炎热，切忌空调对着自己的脸吹。,0
你长这么大最怕的东西是什么？,1
我的月收入，是三万多一点儿。,0
为什么人总是爱着爱着就腻了？,1
什么行为称得上是渣男？,1
